Re_test,n_test,accuracy,macro_f1,dy_mae,eps_mae,inverse_iou,inverse_dice
100,10,0.2,0.06666666666666667,0.02805524691939354,0.04082634299993515,0.3673850903837283,0.5052300982361924
200,10,0.2,0.06666666666666667,0.03402131795883179,0.03911199793219566,0.2846462086184146,0.4256961274259453
300,10,0.2,0.06666666666666667,0.030563119798898697,0.03485107421875,0.3942449800460383,0.5356488732091491
