dir,dir_name,shape_cn,shape,speed_level,sequence,csv_count,sample_n,x_min_mm,x_max_mm,y_min_mm,y_max_mm,u_median_sample_mm_s,speed_mean_sample_mm_s,corr_mean_sample,peak_median_sample,flag_mean_sample,sample_stats
蓝月传奇\计算结果\圆-5转速-第2组,圆-5转速-第2组,圆,圆,5,2,299,1767,4.15383,244.038,7.39902,135.908,6.59707,6.940940145576306,0.7544768456894926,4.301023333333333,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 6.519577762931522, ""u_med"": 7.66264, ""u_p10"": -0.5315407999999998, ""u_p90"": 12.38136, ""speed_mean"": 7.428887360894171, ""v_abs_mean"": 1.7920426023316356, ""corr_mean"": 0.7528299411431806, ""peak_med"": 4.30517, ""flag_mean"": 1.0, ""rot_mean"": 7.464362200905487e-05, ""rot_abs_p95"": 0.007399416999999971}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 6.0214576126711945, ""u_med"": 6.59707, ""u_p10"": -0.8071703999999998, ""u_p90"": 12.108500000000001, ""speed_mean"": 6.886826580701754, ""v_abs_mean"": 1.5122876642954162, ""corr_mean"": 0.7554545025466892, ""peak_med"": 4.32188, ""flag_mean"": 1.0, ""rot_mean"": 4.840153273910567e-05, ""rot_abs_p95"": 0.006871147999999998}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 5.608855415099039, ""u_med"": 5.48986, ""u_p10"": -0.6066493999999998, ""u_p90"": 11.867, ""speed_mean"": 6.507106495132994, ""v_abs_mean"": 1.456640083384267, ""corr_mean"": 0.7551460933786078, ""peak_med"": 4.27602, ""flag_mean"": 1.0, ""rot_mean"": 3.1084074923599364e-05, ""rot_abs_p95"": 0.007406489999999985}]"
蓝月传奇\计算结果\圆-5转速-第3组,圆-5转速-第3组,圆,圆,5,3,299,1767,4.15383,244.038,7.39902,135.908,2.62309,5.416250384927371,0.7551186945859273,4.27367,1.000188643652141,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 4.265113267368421, ""u_med"": 2.75923, ""u_p10"": -1.0303959999999999, ""u_p90"": 11.67584, ""speed_mean"": 5.449183529824561, ""v_abs_mean"": 1.7296169891228068, ""corr_mean"": 0.7562971833616299, ""peak_med"": 4.28727, ""flag_mean"": 1.0005659309564232, ""rot_mean"": 5.13324773684212e-05, ""rot_abs_p95"": 0.006447789}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 4.149333561624222, ""u_med"": 2.62309, ""u_p10"": -1.024708, ""u_p90"": 11.6234, ""speed_mean"": 5.458098566666666, ""v_abs_mean"": 1.8659020230843237, ""corr_mean"": 0.7556276644029427, ""peak_med"": 4.27099, ""flag_mean"": 1.0, ""rot_mean"": 2.3473446254668767e-05, ""rot_abs_p95"": 0.008309526999999975}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 4.01588580674035, ""u_med"": 2.56798, ""u_p10"": -0.8725135999999997, ""u_p90"": 11.358740000000001, ""speed_mean"": 5.341469058290889, ""v_abs_mean"": 1.9317998002150538, ""corr_mean"": 0.7534312359932089, ""peak_med"": 4.26275, ""flag_mean"": 1.0, ""rot_mean"": -5.1459172071307245e-05, ""rot_abs_p95"": 0.008837959999999997}]"
蓝月传奇\计算结果\圆-10转速-第1组,圆-10转速-第1组,圆,圆,10,1,299,1767,4.15383,244.038,7.39902,135.908,2.48801,5.264205533616299,0.7579100083003207,4.31041,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 3.671757659270515, ""u_med"": 2.24542, ""u_p10"": -2.241366, ""u_p90"": 11.204220000000003, ""speed_mean"": 5.2500908701754385, ""v_abs_mean"": 1.4471808289247312, ""corr_mean"": 0.7597724193548387, ""peak_med"": 4.33135, ""flag_mean"": 1.0, ""rot_mean"": 2.60784427221278e-05, ""rot_abs_p95"": 0.007755205999999999}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 3.8107700809077536, ""u_med"": 2.57872, ""u_p10"": -2.3230139999999997, ""u_p90"": 11.364040000000001, ""speed_mean"": 5.299246324052065, ""v_abs_mean"": 1.4606140650311266, ""corr_mean"": 0.7538697741935485, ""peak_med"": 4.27036, ""flag_mean"": 1.0, ""rot_mean"": 2.565082944538755e-05, ""rot_abs_p95"": 0.007546632999999995}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 3.843286439569893, ""u_med"": 2.48801, ""u_p10"": -2.20688, ""u_p90"": 11.49294, ""speed_mean"": 5.243279406621393, ""v_abs_mean"": 1.348483923916242, ""corr_mean"": 0.760087831352575, ""peak_med"": 4.32952, ""flag_mean"": 1.0, ""rot_mean"": 5.60638647538201e-05, ""rot_abs_p95"": 0.007379028999999997}]"
蓝月传奇\计算结果\圆-10转速-第2组,圆-10转速-第2组,圆,圆,10,2,299,1767,4.15383,244.038,7.39902,135.908,3.96779,5.897618025127335,0.7455584087907942,4.226366666666667,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 4.784322262265421, ""u_med"": 4.03301, ""u_p10"": -0.8808425999999995, ""u_p90"": 11.94938, ""speed_mean"": 6.011838334238822, ""v_abs_mean"": 1.6314684930220713, ""corr_mean"": 0.7460954572722127, ""peak_med"": 4.22848, ""flag_mean"": 1.0, ""rot_mean"": 4.5577252597623103e-05, ""rot_abs_p95"": 0.007935051999999998}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 4.432472489219015, ""u_med"": 3.51792, ""u_p10"": -1.046578, ""u_p90"": 11.443340000000001, ""speed_mean"": 5.665404925636673, ""v_abs_mean"": 1.548338727877759, ""corr_mean"": 0.7480044086021506, ""peak_med"": 4.26576, ""flag_mean"": 1.0, ""rot_mean"": 2.210141012450474e-05, ""rot_abs_p95"": 0.0076553729999999974}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 4.746940721624223, ""u_med"": 3.96779, ""u_p10"": -1.228028, ""u_p90"": 11.73924, ""speed_mean"": 6.015610815506508, ""v_abs_mean"": 1.7073669161799658, ""corr_mean"": 0.7425753604980193, ""peak_med"": 4.18486, ""flag_mean"": 1.0, ""rot_mean"": 8.398855065080971e-07, ""rot_abs_p95"": 0.007331406999999999}]"
蓝月传奇\计算结果\圆-10转速-第3组,圆-10转速-第3组,圆,圆,10,3,299,1767,4.15383,244.038,7.39902,135.908,3.75967,6.07601904101113,0.7603310494246368,4.333066666666666,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 5.115501480959253, ""u_med"": 4.44762, ""u_p10"": -1.024892, ""u_p90"": 12.18318, ""speed_mean"": 6.238737929088852, ""v_abs_mean"": 1.4276432387266553, ""corr_mean"": 0.7595515959252971, ""peak_med"": 4.30483, ""flag_mean"": 1.0, ""rot_mean"": -7.631884301075259e-06, ""rot_abs_p95"": 0.008021104000000001}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 4.924677382761743, ""u_med"": 3.75967, ""u_p10"": -1.0492339999999993, ""u_p90"": 12.10178, ""speed_mean"": 6.046818691680815, ""v_abs_mean"": 1.3396586203169212, ""corr_mean"": 0.7585030005659309, ""peak_med"": 4.33537, ""flag_mean"": 1.0, ""rot_mean"": -5.9154185387662574e-05, ""rot_abs_p95"": 0.007428689999999998}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 4.822662030265987, ""u_med"": 3.41879, ""u_p10"": -1.0537699999999999, ""u_p90"": 11.889900000000003, ""speed_mean"": 5.942500502263724, ""v_abs_mean"": 1.3518837982342955, ""corr_mean"": 0.7629385517826824, ""peak_med"": 4.359, ""flag_mean"": 1.0, ""rot_mean"": -7.617753265421623e-05, ""rot_abs_p95"": 0.007798675999999986}]"
蓝月传奇\计算结果\圆-15转速-第1组,圆-15转速-第1组,圆,圆,15,1,299,1767,4.15383,244.038,7.39902,135.908,2.85251,5.770996351914732,0.7499229215242407,4.2514,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 4.644378861127335, ""u_med"": 3.6335, ""u_p10"": -1.282469999999999, ""u_p90"": 11.763480000000001, ""speed_mean"": 6.167232762648556, ""v_abs_mean"": 1.8221014917826825, ""corr_mean"": 0.7494086694963215, ""peak_med"": 4.23261, ""flag_mean"": 1.0, ""rot_mean"": -0.0002496667938936049, ""rot_abs_p95"": 0.007280869999999985}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 4.227611623723825, ""u_med"": 2.81403, ""u_p10"": -1.475914, ""u_p90"": 11.35932, ""speed_mean"": 5.651678691907188, ""v_abs_mean"": 1.6484709135087718, ""corr_mean"": 0.7513048268251273, ""peak_med"": 4.25745, ""flag_mean"": 1.0, ""rot_mean"": -0.00021797003560837565, ""rot_abs_p95"": 0.0071657009999999965}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 4.251983915438597, ""u_med"": 2.85251, ""u_p10"": -1.2394579999999997, ""u_p90"": 11.282580000000001, ""speed_mean"": 5.4940776011884545, ""v_abs_mean"": 1.6284937707979625, ""corr_mean"": 0.7490552682512734, ""peak_med"": 4.26414, ""flag_mean"": 1.0, ""rot_mean"": -0.0001783758499547256, ""rot_abs_p95"": 0.006922567999999997}]"
蓝月传奇\计算结果\圆-15转速-第2组,圆-15转速-第2组,圆,圆,15,2,299,1767,4.15383,244.038,7.39902,135.908,5.82054,6.560975505753633,0.7630133623844557,4.292023333333334,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 5.701415814436899, ""u_med"": 6.20643, ""u_p10"": -0.7550629999999997, ""u_p90"": 12.098180000000001, ""speed_mean"": 6.749039882173176, ""v_abs_mean"": 1.4001877868477646, ""corr_mean"": 0.7599398477645727, ""peak_med"": 4.26679, ""flag_mean"": 1.0, ""rot_mean"": 6.845959081494044e-05, ""rot_abs_p95"": 0.007735939999999999}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 5.688495746032824, ""u_med"": 5.82054, ""u_p10"": -0.4549373999999998, ""u_p90"": 12.19664, ""speed_mean"": 6.626592390775327, ""v_abs_mean"": 1.3597376873571023, ""corr_mean"": 0.7644872150537635, ""peak_med"": 4.31071, ""flag_mean"": 1.0, ""rot_mean"": 2.356372700169802e-05, ""rot_abs_p95"": 0.008300085999999996}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 5.313966596072439, ""u_med"": 4.98696, ""u_p10"": -0.5755669999999998, ""u_p90"": 11.94722, ""speed_mean"": 6.307294244312394, ""v_abs_mean"": 1.3317744441539334, ""corr_mean"": 0.7646130243350312, ""peak_med"": 4.29857, ""flag_mean"": 1.0, ""rot_mean"": -6.741591188455082e-06, ""rot_abs_p95"": 0.007914748999999997}]"
蓝月传奇\计算结果\圆-15转速-第3组,圆-15转速-第3组,圆,圆,15,3,299,1767,4.15383,244.038,7.39902,135.908,3.16571,5.360608192491983,0.7412212444821732,4.19186,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 4.0258399359032255, ""u_med"": 2.86548, ""u_p10"": -0.6634407999999999, ""u_p90"": 10.89384, ""speed_mean"": 5.263649835766836, ""v_abs_mean"": 1.9492347760611206, ""corr_mean"": 0.7402063531409168, ""peak_med"": 4.19875, ""flag_mean"": 1.0, ""rot_mean"": 0.0001948417032031693, ""rot_abs_p95"": 0.006885432999999997}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 4.270792018166384, ""u_med"": 3.16571, ""u_p10"": -0.47810159999999985, ""u_p90"": 10.83916, ""speed_mean"": 5.392140477475949, ""v_abs_mean"": 1.8497331332427844, ""corr_mean"": 0.7400956055461234, ""peak_med"": 4.19553, ""flag_mean"": 1.0, ""rot_mean"": 0.00015563210917374072, ""rot_abs_p95"": 0.006953719999999993}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 4.336612467030561, ""u_med"": 3.36907, ""u_p10"": -0.35235679999999986, ""u_p90"": 11.031260000000003, ""speed_mean"": 5.426034264233165, ""v_abs_mean"": 1.733593531663837, ""corr_mean"": 0.7433617747594795, ""peak_med"": 4.1813, ""flag_mean"": 1.0, ""rot_mean"": 0.0001511361390888512, ""rot_abs_p95"": 0.0066296359999999934}]"
蓝月传奇\计算结果\机翼-5转速-第1组,机翼-5转速-第1组,机翼,机翼,5,1,299,1767,4.15383,244.038,7.39902,135.908,11.3046,11.110421216751556,0.8215452922090171,4.089693333333333,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 10.988467821165818, ""u_med"": 11.2316, ""u_p10"": 8.430392000000001, ""u_p90"": 13.198300000000001, ""speed_mean"": 11.02203089983022, ""v_abs_mean"": 0.5894469894623657, ""corr_mean"": 0.8195955574419922, ""peak_med"": 4.06754, ""flag_mean"": 1.0, ""rot_mean"": 0.00010325090852857953, ""rot_abs_p95"": 0.00590103899999998}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.038836796830786, ""u_med"": 11.3046, ""u_p10"": 8.764318, ""u_p90"": 13.15872, ""speed_mean"": 11.070698109790607, ""v_abs_mean"": 0.5777511261912847, ""corr_mean"": 0.8193990548953028, ""peak_med"": 4.10819, ""flag_mean"": 1.0, ""rot_mean"": 8.282552422750412e-05, ""rot_abs_p95"": 0.005481148999999997}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.20863621958121, ""u_med"": 11.4103, ""u_p10"": 9.080638000000002, ""u_p90"": 13.327499999999999, ""speed_mean"": 11.238534640633842, ""v_abs_mean"": 0.5362924044029428, ""corr_mean"": 0.8256412642897566, ""peak_med"": 4.09335, ""flag_mean"": 1.0, ""rot_mean"": 8.093410474816074e-05, ""rot_abs_p95"": 0.004801342999999997}]"
蓝月传奇\计算结果\机翼-5转速-第2组,机翼-5转速-第2组,机翼,机翼,5,2,299,1767,4.15383,244.038,7.39902,135.908,11.3123,11.096123667232597,0.8144515272590077,3.989926666666667,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.033949151103567, ""u_med"": 11.3123, ""u_p10"": 8.560814, ""u_p90"": 13.1348, ""speed_mean"": 11.067532925863045, ""v_abs_mean"": 0.5706070799320883, ""corr_mean"": 0.8130214640633843, ""peak_med"": 3.96316, ""flag_mean"": 1.0, ""rot_mean"": 8.125218895868697e-05, ""rot_abs_p95"": 0.0058627109999999935}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.0505966270515, ""u_med"": 11.277, ""u_p10"": 8.552620000000001, ""u_p90"": 13.21904, ""speed_mean"": 11.083576972269382, ""v_abs_mean"": 0.5873511187719299, ""corr_mean"": 0.8146989190718733, ""peak_med"": 4.00804, ""flag_mean"": 1.0, ""rot_mean"": 8.375839226372386e-05, ""rot_abs_p95"": 0.004871669999999991}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.104386038483305, ""u_med"": 11.3853, ""u_p10"": 8.615628000000001, ""u_p90"": 13.26152, ""speed_mean"": 11.137261103565365, ""v_abs_mean"": 0.5682150380475383, ""corr_mean"": 0.8156341986417657, ""peak_med"": 3.99858, ""flag_mean"": 1.0, ""rot_mean"": 8.043562352574987e-05, ""rot_abs_p95"": 0.005648506999999992}]"
蓝月传奇\计算结果\机翼-5转速-第3组,机翼-5转速-第3组,机翼,机翼,5,3,299,1767,4.15383,244.038,7.39902,135.908,11.3515,11.113878570081118,0.8147299837766461,4.008579999999999,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.008043695529146, ""u_med"": 11.2676, ""u_p10"": 8.60193, ""u_p90"": 13.08234, ""speed_mean"": 11.043912801358234, ""v_abs_mean"": 0.6225827694340691, ""corr_mean"": 0.8134293163554045, ""peak_med"": 4.0194, ""flag_mean"": 1.0, ""rot_mean"": 8.539794831918512e-05, ""rot_abs_p95"": 0.005196922999999994}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.131766146010188, ""u_med"": 11.3515, ""u_p10"": 8.959112000000001, ""u_p90"": 13.22278, ""speed_mean"": 11.162573950198077, ""v_abs_mean"": 0.5611616108545557, ""corr_mean"": 0.8148100973401246, ""peak_med"": 4.00739, ""flag_mean"": 1.0, ""rot_mean"": 9.117537328805892e-05, ""rot_abs_p95"": 0.005105279999999997}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.102724793435199, ""u_med"": 11.4399, ""u_p10"": 8.505452, ""u_p90"": 13.23846, ""speed_mean"": 11.135148958687042, ""v_abs_mean"": 0.5733548399603849, ""corr_mean"": 0.8159505376344087, ""peak_med"": 3.99895, ""flag_mean"": 1.0, ""rot_mean"": 9.895511449518958e-05, ""rot_abs_p95"": 0.005600661999999974}]"
蓝月传奇\计算结果\机翼-10转速-第1组,机翼-10转速-第1组,机翼,机翼,10,1,299,1767,4.15383,244.038,7.39902,135.908,11.3112,11.041833967176004,0.8109869085078287,4.033366666666667,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.038566559139785, ""u_med"": 11.335, ""u_p10"": 8.621818000000001, ""u_p90"": 13.20198, ""speed_mean"": 11.074453220147142, ""v_abs_mean"": 0.5899245261460101, ""corr_mean"": 0.81376906508206, ""peak_med"": 4.05731, ""flag_mean"": 1.0, ""rot_mean"": 9.038154566157325e-05, ""rot_abs_p95"": 0.005142269999999996}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 10.974752501414827, ""u_med"": 11.266, ""u_p10"": 8.430586, ""u_p90"": 13.16976, ""speed_mean"": 11.008434204867006, ""v_abs_mean"": 0.5917776652178834, ""corr_mean"": 0.8082802823995472, ""peak_med"": 4.03213, ""flag_mean"": 1.0, ""rot_mean"": 8.050729293152246e-05, ""rot_abs_p95"": 0.005320041999999994}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.008790837577816, ""u_med"": 11.3112, ""u_p10"": 8.686414000000001, ""u_p90"": 13.10492, ""speed_mean"": 11.042614476513865, ""v_abs_mean"": 0.5641167074646293, ""corr_mean"": 0.810911378041879, ""peak_med"": 4.01066, ""flag_mean"": 1.0, ""rot_mean"": 7.055675195812118e-05, ""rot_abs_p95"": 0.005493440999999991}]"
蓝月传奇\计算结果\机翼-10转速-第2组,机翼-10转速-第2组,机翼,机翼,10,2,299,1767,4.15383,244.038,7.39902,135.908,11.3181,11.100488079607622,0.818685831918506,4.077993333333333,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.023529037917376, ""u_med"": 11.3181, ""u_p10"": 8.868996000000001, ""u_p90"": 13.069880000000001, ""speed_mean"": 11.059874634974534, ""v_abs_mean"": 0.5668031634691567, ""corr_mean"": 0.8173795014148274, ""peak_med"": 4.07607, ""flag_mean"": 1.0, ""rot_mean"": 5.784171710243352e-05, ""rot_abs_p95"": 0.004824291999999998}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.030638675721562, ""u_med"": 11.2726, ""u_p10"": 8.926718000000001, ""u_p90"": 13.11596, ""speed_mean"": 11.061339790605548, ""v_abs_mean"": 0.5401672198811546, ""corr_mean"": 0.8167485947934352, ""peak_med"": 4.04615, ""flag_mean"": 1.0, ""rot_mean"": 7.38239218788907e-05, ""rot_abs_p95"": 0.004873819999999988}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.149791516694963, ""u_med"": 11.3636, ""u_p10"": 8.96802, ""u_p90"": 13.1887, ""speed_mean"": 11.180249813242785, ""v_abs_mean"": 0.5481178137973968, ""corr_mean"": 0.8219293995472552, ""peak_med"": 4.11176, ""flag_mean"": 1.0, ""rot_mean"": 9.508904085455583e-05, ""rot_abs_p95"": 0.005132533999999998}]"
蓝月传奇\计算结果\机翼-10转速-第3组,机翼-10转速-第3组,机翼,机翼,10,3,299,1767,4.15383,244.038,7.39902,135.908,11.3783,11.125071035653649,0.8173294606677985,3.9904499999999996,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.015235155631013, ""u_med"": 11.3266, ""u_p10"": 8.566376, ""u_p90"": 13.0738, ""speed_mean"": 11.049982275042446, ""v_abs_mean"": 0.589305314074703, ""corr_mean"": 0.8161234244482173, ""peak_med"": 3.9382, ""flag_mean"": 1.0, ""rot_mean"": 6.958090945104696e-05, ""rot_abs_p95"": 0.005199296999999999}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.15632675155631, ""u_med"": 11.4041, ""u_p10"": 9.12313, ""u_p90"": 13.134400000000001, ""speed_mean"": 11.188986994906623, ""v_abs_mean"": 0.5635484693152235, ""corr_mean"": 0.8176195942275043, ""peak_med"": 4.036, ""flag_mean"": 1.0, ""rot_mean"": 6.055055259196376e-05, ""rot_abs_p95"": 0.005283966999999999}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.105036677985286, ""u_med"": 11.3783, ""u_p10"": 8.975002, ""u_p90"": 13.141580000000001, ""speed_mean"": 11.136243837011884, ""v_abs_mean"": 0.5570710376400679, ""corr_mean"": 0.8182453633276741, ""peak_med"": 3.99715, ""flag_mean"": 1.0, ""rot_mean"": 6.554910045274468e-05, ""rot_abs_p95"": 0.005218751999999995}]"
蓝月传奇\计算结果\机翼-15转速-第1组,机翼-15转速-第1组,机翼,机翼,15,1,299,1767,4.15383,244.038,7.39902,135.908,11.3239,11.063080997924919,0.8175607498585172,4.04577,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.030065127334467, ""u_med"": 11.2773, ""u_p10"": 8.887644, ""u_p90"": 13.13734, ""speed_mean"": 11.062495478211659, ""v_abs_mean"": 0.5876637580249009, ""corr_mean"": 0.8146052393887945, ""peak_med"": 4.05234, ""flag_mean"": 1.0, ""rot_mean"": 9.450214317487268e-05, ""rot_abs_p95"": 0.005357446999999964}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 10.960818777589132, ""u_med"": 11.3239, ""u_p10"": 8.609666, ""u_p90"": 12.98356, ""speed_mean"": 10.995145495189586, ""v_abs_mean"": 0.5473466773457838, ""corr_mean"": 0.81696913016412, ""peak_med"": 4.05455, ""flag_mean"": 1.0, ""rot_mean"": 0.00010555946254102993, ""rot_abs_p95"": 0.005292275999999998}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.099902637238259, ""u_med"": 11.334, ""u_p10"": 8.786416, ""u_p90"": 13.16584, ""speed_mean"": 11.131602020373514, ""v_abs_mean"": 0.5407560995302774, ""corr_mean"": 0.8211078800226372, ""peak_med"": 4.03042, ""flag_mean"": 1.0, ""rot_mean"": 8.735031498585167e-05, ""rot_abs_p95"": 0.005381523999999999}]"
