TITLE = "150.csv"
X(mm),Y(mm),Velocity |V|(mm/s),Velocity U(mm/s),Velocity V(mm/s),Correlation Value,Flag,Rotation Tensor(rad),Peak Ratio,
I=57, J=31, K=1,
4.15383,135.908,14.724,14.716,-0.486755,0.816239,1,0.00135404,4.16666,
8.43747,135.908,14.3052,14.2959,-0.514221,0.821162,1,0.000667749,4.13956,
12.7211,135.908,14.3909,14.3902,-0.140381,0.804184,1,-0.00173431,3.43027,
17.0048,135.908,13.9501,13.9498,-0.0976562,0.799213,1,-0.000116254,3.58613,
21.2884,135.908,13.8049,13.8019,-0.289917,0.77943,1,0.000638195,3.5134,
25.572,135.908,13.4167,13.4154,-0.184631,0.806444,1,-0.000800524,3.79141,
29.8557,135.908,12.9742,12.9715,-0.263977,0.800826,1,0.000534557,4.32542,
34.1393,135.908,13.5007,13.4928,-0.462341,0.772953,1,0.00055604,4.00594,
38.423,135.908,13.9156,13.9097,-0.40741,0.809502,1,0.000749124,4.29563,
42.7066,135.908,13.8074,13.801,-0.418091,0.852928,1,0.00122122,5.03106,
46.9902,135.908,13.7002,13.6937,-0.419617,0.878587,1,0.00114872,3.13856,
51.2739,135.908,13.7224,13.7182,-0.337219,0.85206,1,0.00116143,3.44915,
55.5575,135.908,13.983,13.9784,-0.357056,0.83467,1,0.000699139,4.0851,
59.8411,135.908,12.8442,12.8423,-0.221252,0.822144,1,-0.00163484,4.22035,
64.1248,135.908,12.8883,12.8876,-0.140381,0.838678,1,-0.00105651,4.94707,
68.4084,135.908,12.7511,12.7503,-0.140381,0.834271,1,-0.00189245,3.56169,
72.6921,135.908,13.339,13.3377,-0.18158,0.82642,1,-0.00115914,3.05468,
76.9757,135.908,13.4605,13.4586,-0.228882,0.824697,1,-0.000653597,4.3786,
81.2593,135.908,13.4937,13.4919,-0.218201,0.832906,1,0.000274335,4.5706,
85.543,135.908,13.4131,13.4106,-0.259399,0.832576,1,0.00108361,4.58694,
89.8266,135.908,13.1265,13.123,-0.302124,0.814127,1,0.000645294,4.76743,
94.1103,135.908,13.9538,13.9397,-0.627136,0.878428,1,-0.000648121,4.79343,
98.3939,135.908,14.0733,14.0613,-0.579834,0.89577,1,-0.000260577,5.21732,
102.678,135.908,13.1698,13.1692,-0.123596,0.851678,1,0.00020476,3.17175,
106.961,135.908,13.2992,13.2982,-0.164795,0.859079,1,8.36516e-05,3.94845,
111.245,135.908,13.599,13.5955,-0.308228,0.89475,1,0.000692909,4.40229,
115.528,135.908,13.5525,13.5473,-0.375366,0.878193,1,0.00056188,4.31342,
119.812,135.908,12.9077,12.9019,-0.387573,0.872489,1,-7.48679e-05,4.66774,
124.096,135.908,12.5394,12.5386,-0.146484,0.900006,1,4.27272e-05,4.83162,
128.379,135.908,12.7207,12.7207,-0.00762939,0.902826,1,0.000573783,4.69613,
132.663,135.908,12.5143,12.5107,0.302124,0.894166,1,-0.000940972,4.09661,
136.947,135.908,12.2541,12.2491,0.349426,0.882801,1,-0.0012216,5.02045,
141.23,135.908,12.3204,12.3203,0.0488281,0.902136,1,-0.000249141,4.62891,
145.514,135.908,12.6759,12.6757,0.0778198,0.920721,1,0.000167469,4.12497,
149.798,135.908,12.5482,12.5481,-0.0427246,0.890711,1,9.60683e-05,3.92366,
154.081,135.908,13.0344,13.0343,-0.0686646,0.882894,1,0.000573037,4.789,
158.365,135.908,13.3831,13.3812,0.227356,0.910551,1,0.00131452,4.89609,
162.648,135.908,13.3514,13.3465,0.364685,0.907649,1,0.00139033,4.52642,
166.932,135.908,13.0142,13.006,0.462341,0.87362,1,0.000694947,4.81427,
171.216,135.908,12.8057,12.8006,0.358582,0.895919,1,0.000740994,3.52848,
175.499,135.908,12.7591,12.7584,0.126648,0.897286,1,0.000598182,4.56233,
179.783,135.908,12.9404,12.9401,0.0854492,0.875871,1,0.00107281,4.34858,
184.067,135.908,12.6962,12.6943,0.221252,0.843042,1,0.0017885,3.66857,
188.35,135.908,13.471,13.471,-0.0305176,0.907489,1,-0.000228276,3.04246,
192.634,135.908,12.9057,12.9053,-0.105286,0.920325,1,-0.00149675,3.69239,
196.918,135.908,11.6982,11.6981,-0.0396729,0.88396,1,-0.000543116,3.63023,
201.201,135.908,13.1873,13.1873,0.0442505,0.857644,1,0.00127272,4.31663,
205.485,135.908,14.0354,14.0344,-0.172424,0.851614,1,0.000401274,3.23688,
