"shape_cn","shape_en","directory","csv_count","size_mb"
"三角","triangle","三角-10转速-第1组","299","36.87"
"三角","triangle","三角-10转速-第2组","299","36.88"
"三角","triangle","三角-10转速-第3组","299","36.78"
"三角","triangle","三角-15转速-第1组","299","36.7"
"三角","triangle","三角-15转速-第2组","299","36.59"
"三角","triangle","三角-15转速-第3组","299","36.77"
"三角","triangle","三角-5转速-第1组","299","36.44"
"三角","triangle","三角-5转速-第2组","299","36.79"
"三角","triangle","三角-5转速-第3组","299","36.73"
