"shape_cn","shape_en","directory","csv_count","size_mb"
"圆","circle","圆-10转速-第1组","299","36.91"
"圆","circle","圆-10转速-第2组","299","36.66"
"圆","circle","圆-10转速-第3组","299","36.85"
"圆","circle","圆-15转速-第1组","299","36.83"
"圆","circle","圆-15转速-第2组","299","36.82"
"圆","circle","圆-15转速-第3组","299","36.83"
"圆","circle","圆-5转速-第1组","299","36.87"
"圆","circle","圆-5转速-第2组","299","36.79"
"圆","circle","圆-5转速-第3组","299","36.82"
