TITLE = "1.csv"
X(mm),Y(mm),Velocity |V|(mm/s),Velocity U(mm/s),Velocity V(mm/s),Correlation Value,Flag,Rotation Tensor(rad),Peak Ratio,
I=57, J=31, K=1,
4.15383,135.908,4.69799,4.67866,0.42572,0.761952,1,0.00730132,3.3414,
8.43747,135.908,5.44306,5.44277,0.0564575,0.755672,1,0.00632278,3.39832,
12.7211,135.908,6.62779,6.59702,-0.637817,0.69743,1,0.0078056,2.82477,
17.0048,135.908,8.83033,8.5856,-2.06451,0.734563,1,0.00938985,4.26688,
21.2884,135.908,11.1432,10.904,-2.29645,0.766461,1,0.0072263,3.55589,
25.572,135.908,12.1493,11.6029,-3.6026,0.718654,1,0.00328714,3.5595,
29.8557,135.908,14.7248,11.9821,-8.55865,0.713887,1,0.00274484,3.98634,
34.1393,135.908,16.187,13.4739,-8.97064,0.757889,1,0.00396353,4.05329,
38.423,135.908,16.5783,13.7835,-9.21173,0.781724,1,0.00289381,3.94269,
42.7066,135.908,16.5364,13.7116,-9.24377,0.770846,1,0.00266422,4.6546,
46.9902,135.908,15.195,12.6049,-8.48541,0.726383,1,0.000629812,4.11028,
51.2739,135.908,13.875,12.4635,-6.09741,0.679741,1,0.00372688,3.39309,
55.5575,135.908,12.3905,11.5386,-4.51508,0.696636,1,0.00172706,3.86528,
59.8411,135.908,8.81102,8.58659,-1.97601,0.687764,1,0.000364086,3.33527,
64.1248,135.908,6.76026,6.65684,-1.17798,0.669551,1,0.00508843,3.88606,
68.4084,135.908,5.06835,4.55844,-2.21558,0.679706,1,0.00354428,3.87084,
72.6921,135.908,1.84744,1.33049,-1.28174,0.734126,1,0.00118865,3.57149,
76.9757,135.908,0.446505,0.440954,-0.0701904,0.762076,1,0.000764066,4.5048,
81.2593,135.908,0.988071,0.44546,0.881958,0.789587,1,0.0004933,5.03306,
85.543,135.908,1.17725,0.491709,1.06964,0.806508,1,0.00019041,4.85141,
89.8266,135.908,1.00746,0.85804,0.527954,0.856667,1,0.00043804,5.37283,
94.1103,135.908,0.962631,0.955986,0.112915,0.889196,1,0.000706295,4.94705,
98.3939,135.908,0.352619,0.351773,0.0244141,0.856443,1,0.000874951,4.35262,
102.678,135.908,0.30962,0.130528,-0.280762,0.846343,1,0.000398867,5.44766,
106.961,135.908,0.603007,0.227434,-0.558472,0.769902,1,-0.00035195,4.35482,
111.245,135.908,1.26802,1.07854,-0.666809,0.741909,1,0.000753111,4.62717,
115.528,135.908,2.46098,2.24889,-0.999451,0.760128,1,0.00214864,3.99991,
119.812,135.908,1.48951,1.04749,-1.05896,0.787834,1,0.00155952,4.27257,
124.096,135.908,0.573913,-0.232064,-0.524902,0.857736,1,-0.000250939,3.73359,
128.379,135.908,0.0988402,0.0923997,-0.0350952,0.897933,1,-0.000412925,5.22251,
